track_id,Song,Artists,Album,length,time_signature,danceability,acousticness,energy,tempo,instrumentalness,loudness,liveness,key,valence,speechiness,mode,Popularity,favorite
0Nfh4u0J4bajcyp5pzaWCx,Used To Be Young,['Miley Cyrus'],Used To Be Young,190461,4,0.451,0.6,0.632,147.06,0.0,-3.843,0.139,4.0,0.455,0.0475,1,84.0,0
5Eh1nj7IjV9lwpcKAkidyY,One Of Your Girls,['Troye Sivan'],Something To Give Each Other,181482,4,0.629,0.0878,0.654,93.034,0.00655,-7.852,0.22,11.0,0.799,0.0584,0,80.0,0
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,['SZA'],SOS,153947,4,0.644,0.0521,0.735,88.98,0.144,-5.747,0.161,8.0,0.418,0.0391,1,92.0,0
1odExI7RdWc4BT515LTAwj,Daylight,['David Kushner'],Daylight,212954,4,0.508,0.83,0.43,130.09,0.000441,-9.475,0.093,2.0,0.324,0.0335,0,95.0,0
7ABLbnD53cQK00mhcaOUVG,LALA,['Myke Towers'],LA VIDA ES UNA,197920,4,0.708,0.0739,0.737,91.986,0.00162,-4.045,0.0955,1.0,0.607,0.0436,1,98.0,0
59NraMJsLaMCVtwXTSia8i,Prada,"['cassö', 'RAYE', 'D-Block Europe']",Prada,132359,4,0.638,0.001,0.717,141.904,1.79e-06,-5.804,0.113,8.0,0.422,0.0375,1,94.0,0
6iF4RgIjDvDqyW13PezSj3,Single Soon,['Selena Gomez'],Single Soon,171655,4,0.61,0.00863,0.571,105.01,0.0,-5.649,0.131,2.0,0.747,0.0782,1,89.0,0
4Dvkj6JhhA12EX05fT7y2e,As It Was,['Harry Styles'],Harry's House,167303,4,0.52,0.342,0.731,173.93,0.00101,-5.338,0.311,6.0,0.662,0.0557,0,95.0,0
6fNCrsrdIcgVd2aZZ0nnz4,Según Quién,"['Maluma', 'Carin Leon']",Según Quién,142335,3,0.909,0.434,0.762,101.987,0.0,-3.974,0.0856,9.0,0.843,0.0643,1,89.0,0
2i2gDpKKWjvnRTOZRhaPh2,Moonlight,['Kali Uchis'],Moonlight,187558,4,0.639,0.511,0.723,136.872,0.0,-6.462,0.167,7.0,0.878,0.0532,0,88.0,0
1kuGVB7EU95pJObxwvfwKS,vampire,['Olivia Rodrigo'],GUTS,219724,4,0.511,0.177,0.532,138.005,0.0,-5.745,0.291,5.0,0.35,0.0578,1,96.0,0
